"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"02.09.2014","182,150","181,790","182,150","181,790","","0,03%"
"01.09.2014","182,100","181,790","182,100","181,790","","0,01%"
"29.08.2014","182,075","181,800","182,305","181,790","","0,04%"
"28.08.2014","182,010","181,800","182,010","181,330","","0,00%"
"27.08.2014","182,010","181,790","182,060","181,790","","0,01%"
"26.08.2014","182,000","181,800","182,210","181,790","","-0,01%"
"25.08.2014","182,020","181,800","182,210","181,800","","-0,09%"
"22.08.2014","182,175","181,840","182,175","181,840","","0,02%"
"21.08.2014","182,135","181,950","182,135","181,840","","0,05%"
"20.08.2014","182,040","181,840","182,040","181,840","","-0,01%"
"19.08.2014","182,055","181,950","182,055","181,840","","0,00%"
"18.08.2014","182,050","181,950","182,050","181,840","","0,01%"
"15.08.2014","182,030","181,790","182,200","181,790","","0,01%"
"14.08.2014","182,020","181,800","182,320","181,790","","-0,01%"
"13.08.2014","182,040","181,800","182,260","181,790","","0,02%"
"12.08.2014","182,010","181,800","182,040","181,780","","-0,01%"
"11.08.2014","182,030","181,950","182,170","181,790","","0,00%"
"08.08.2014","182,030","181,800","182,310","181,790","","-0,02%"
"07.08.2014","182,060","181,790","182,200","181,790","","0,03%"
"06.08.2014","182,000","181,790","182,240","181,780","","-0,01%"
"05.08.2014","182,020","181,870","182,280","181,790","","-0,04%"
"04.08.2014","182,100","182,150","183,750","181,840","","-0,25%"
"01.08.2014","182,550","182,890","183,570","181,700","","-0,49%"
"31.07.2014","183,450","183,350","183,640","182,830","","-0,07%"
"30.07.2014","183,570","183,360","183,730","183,320","","0,02%"
"29.07.2014","183,530","183,320","183,770","183,320","","-0,02%"
"28.07.2014","183,560","183,500","183,760","183,320","","-0,01%"
"25.07.2014","183,580","183,500","183,730","183,300","","0,03%"
"24.07.2014","183,530","183,330","183,730","183,310","","0,01%"
"23.07.2014","183,520","183,330","183,740","183,300","","-0,02%"
"22.07.2014","183,560","183,380","183,800","183,360","","0,00%"
"21.07.2014","183,560","183,500","183,920","183,320","","-0,09%"
"18.07.2014","183,720","183,330","183,830","183,290","","0,11%"
"17.07.2014","183,520","183,330","183,750","183,310","","0,01%"
"16.07.2014","183,510","183,340","183,770","183,290","","-0,04%"
"15.07.2014","183,590","183,330","183,740","183,300","","-0,02%"
"14.07.2014","183,635","183,310","183,705","183,310","","0,05%"
"11.07.2014","183,540","183,330","183,770","183,310","","0,02%"
"10.07.2014","183,510","183,330","183,720","183,310","","-0,03%"
"09.07.2014","183,560","183,370","183,750","183,310","","0,00%"
"08.07.2014","183,560","183,320","183,760","183,310","","0,02%"
"07.07.2014","183,530","183,320","183,530","183,320","","0,00%"
"04.07.2014","183,530","183,320","183,710","183,290","","-0,01%"
"03.07.2014","183,550","183,340","183,550","183,310","","-0,02%"
"02.07.2014","183,580","183,300","183,760","183,290","","0,03%"
"01.07.2014","183,520","183,300","183,730","183,300","","0,00%"
"30.06.2014","183,520","183,330","183,750","183,310","","-0,03%"
"27.06.2014","183,580","183,330","183,740","183,300","","0,04%"
"26.06.2014","183,510","183,400","183,560","183,290","","0,00%"
"25.06.2014","183,510","183,310","183,720","183,280","","-0,05%"
"24.06.2014","183,610","183,270","183,630","183,260","","0,06%"
"23.06.2014","183,500","183,290","183,700","183,270","","-0,01%"
"20.06.2014","183,510","183,300","183,540","183,300","","-0,01%"
"19.06.2014","183,520","183,280","183,710","183,280","","0,04%"
"18.06.2014","183,455","183,330","183,585","183,290","","-0,05%"
"17.06.2014","183,540","183,330","183,580","183,300","","0,00%"
"16.06.2014","183,535","183,320","183,545","183,300","","0,00%"
"13.06.2014","183,535","183,400","183,535","183,280","","0,01%"
"12.06.2014","183,520","183,500","183,740","183,000","","-0,01%"
"11.06.2014","183,530","183,320","183,710","183,000","","-0,01%"
"10.06.2014","183,550","183,330","183,720","183,290","","0,01%"
"09.06.2014","183,540","183,300","183,710","183,290","","0,00%"
"06.06.2014","183,540","183,300","183,720","183,000","","0,02%"
"05.06.2014","183,510","183,300","183,710","183,290","","0,00%"
"04.06.2014","183,515","183,320","183,745","183,000","","0,00%"
"03.06.2014","183,520","183,310","183,560","183,280","","0,02%"
"02.06.2014","183,490","183,330","184,120","183,010","","-0,04%"
"30.05.2014","183,565","183,290","183,855","183,010","","0,03%"
"29.05.2014","183,510","183,800","184,120","183,030","","-0,23%"
"28.05.2014","183,930","184,300","184,950","183,010","","-0,46%"
"27.05.2014","184,780","183,170","185,130","182,460","","0,85%"
"26.05.2014","183,215","182,870","183,285","181,940","","0,16%"
"23.05.2014","182,920","182,690","182,990","182,390","","0,11%"
"22.05.2014","182,710","182,320","182,730","181,560","","0,19%"
"21.05.2014","182,370","182,410","182,500","181,940","","-0,04%"
"20.05.2014","182,445","182,000","182,495","181,320","","0,16%"
"19.05.2014","182,145","182,020","182,395","181,810","","0,04%"
"16.05.2014","182,070","181,990","182,110","181,810","","0,00%"
"15.05.2014","182,065","181,840","182,195","181,810","","-0,01%"
"14.05.2014","182,085","182,040","182,215","181,830","","0,01%"
"13.05.2014","182,060","182,020","182,070","181,800","","0,01%"
"12.05.2014","182,035","181,870","182,215","181,820","","-0,02%"
"09.05.2014","182,070","181,850","182,080","181,850","","-0,01%"
"08.05.2014","182,080","182,040","182,240","181,850","","0,01%"
"07.05.2014","182,055","182,040","182,055","181,850","","0,00%"
"06.05.2014","182,055","182,020","182,065","181,790","","0,01%"
"05.05.2014","182,045","182,030","182,165","181,810","","-0,02%"
"02.05.2014","182,075","182,030","182,075","181,860","","0,00%"
"01.05.2014","182,075","182,030","182,075","180,690","","0,00%"
"30.04.2014","182,075","182,050","182,345","180,210","","0,01%"
"29.04.2014","182,065","182,520","182,535","180,690","","-0,26%"
"28.04.2014","182,545","182,020","182,545","181,820","","0,27%"
"25.04.2014","182,045","181,990","182,085","181,800","","0,01%"
"24.04.2014","182,030","182,010","182,100","181,800","","-0,01%"
"23.04.2014","182,050","182,010","182,100","181,790","","0,00%"
"22.04.2014","182,055","182,010","182,105","181,800","","0,00%"
"21.04.2014","182,055","182,040","182,145","181,830","","-0,01%"
"18.04.2014","182,075","182,030","182,115","181,820","","0,01%"
"17.04.2014","182,050","182,000","182,080","181,820","","0,01%"
"16.04.2014","182,040","182,030","182,110","181,810","","-0,01%"
"15.04.2014","182,055","182,020","182,125","181,680","","-0,01%"
"14.04.2014","182,065","181,830","182,115","181,810","","0,04%"
"11.04.2014","181,985","182,010","182,285","181,800","","-0,03%"
"10.04.2014","182,045","182,000","182,155","181,810","","0,01%"
"09.04.2014","182,035","182,020","182,145","181,820","","-0,02%"
"08.04.2014","182,065","181,840","182,125","181,820","","0,02%"
"07.04.2014","182,030","181,880","182,110","181,810","","-0,03%"
"04.04.2014","182,090","181,810","182,320","181,810","","0,02%"
"03.04.2014","182,060","181,860","182,260","181,740","","0,02%"
"02.04.2014","182,030","181,860","182,290","181,790","","-0,05%"
"01.04.2014","182,130","181,820","182,330","181,820","","0,03%"
"31.03.2014","182,080","182,040","182,280","181,850","","0,00%"
"28.03.2014","182,080","181,850","182,290","181,820","","-0,02%"
"27.03.2014","182,120","182,030","182,310","181,850","","0,02%"
"26.03.2014","182,075","182,260","182,315","181,800","","-0,12%"
"25.03.2014","182,295","182,100","182,315","182,100","","0,00%"
"24.03.2014","182,300","182,100","182,300","182,100","","0,00%"
"21.03.2014","182,295","181,980","182,335","181,980","","-0,10%"
"20.03.2014","182,480","182,070","182,900","181,840","","0,19%"
"19.03.2014","182,130","181,870","182,420","181,810","","-0,14%"
"18.03.2014","182,390","182,110","183,000","181,820","","0,11%"
"17.03.2014","182,185","182,000","183,025","181,840","","-0,30%"
"14.03.2014","182,725","181,910","184,195","181,720","","0,32%"
"13.03.2014","182,145","182,390","183,215","181,860","","-0,19%"
"12.03.2014","182,495","182,090","183,105","181,880","","0,05%"
"11.03.2014","182,400","182,030","183,310","181,010","","0,19%"
"10.03.2014","182,050","182,030","182,370","181,870","","-0,26%"
"07.03.2014","182,525","182,200","183,025","181,800","","-0,04%"
"06.03.2014","182,600","182,060","183,120","181,000","","0,04%"
"05.03.2014","182,525","181,940","182,825","181,470","","0,31%"
"04.03.2014","181,960","182,890","183,200","181,850","","-0,55%"
"03.03.2014","182,970","184,300","184,520","182,860","","-0,78%"
"28.02.2014","184,415","183,920","184,935","183,850","","0,07%"
"27.02.2014","184,280","184,850","185,020","183,860","","-0,34%"
"26.02.2014","184,900","184,500","185,200","184,100","","0,20%"
"25.02.2014","184,525","184,450","184,585","184,070","","0,03%"
"24.02.2014","184,475","184,070","184,745","184,000","","0,03%"
"21.02.2014","184,425","185,860","186,095","184,000","","-0,90%"
"20.02.2014","186,100","184,630","186,310","184,100","","0,78%"
"19.02.2014","184,665","184,500","184,805","184,100","","0,08%"
"18.02.2014","184,525","184,480","184,555","184,400","","0,00%"
"17.02.2014","184,530","184,450","184,660","184,100","","0,01%"
"14.02.2014","184,520","184,390","185,050","184,100","","0,00%"
"13.02.2014","184,520","184,490","185,050","183,970","","-0,01%"
"12.02.2014","184,535","184,650","185,945","183,150","","-0,01%"
"11.02.2014","184,550","155,600","186,100","155,520","","18,59%"
"10.02.2014","155,625","155,650","155,725","155,540","","-0,03%"
"07.02.2014","155,675","155,550","155,675","155,470","","0,06%"
"06.02.2014","155,575","155,600","155,625","155,420","","-0,04%"
"05.02.2014","155,635","155,600","155,765","155,580","","0,01%"
"04.02.2014","155,615","155,550","155,725","155,450","","0,03%"
"03.02.2014","155,575","155,460","155,655","155,420","","0,04%"
"31.01.2014","155,510","155,470","155,620","155,350","","0,02%"
"30.01.2014","155,485","155,450","155,665","155,180","","0,01%"
"29.01.2014","155,475","155,350","155,585","155,270","","0,06%"
"28.01.2014","155,375","155,250","155,385","155,100","","0,06%"
"27.01.2014","155,275","155,220","155,455","155,010","","0,00%"
"24.01.2014","155,270","155,030","155,460","154,920","","0,13%"
"23.01.2014","155,065","155,110","155,175","154,870","","-0,05%"
"22.01.2014","155,135","155,100","155,285","155,100","","-0,14%"
"21.01.2014","155,355","155,270","155,355","155,260","","0,00%"
"20.01.2014","155,360","155,000","155,360","155,000","","0,12%"
"17.01.2014","155,170","155,250","155,270","155,060","","-0,05%"
"16.01.2014","155,240","155,180","155,240","155,180","","0,09%"
"15.01.2014","155,105","154,610","155,105","154,610","","0,12%"
"14.01.2014","154,925","154,700","154,945","154,700","","0,12%"
"13.01.2014","154,745","154,450","154,745","154,450","","0,06%"
"10.01.2014","154,655","154,470","154,655","154,470","","-0,03%"
"09.01.2014","154,695","154,400","154,695","154,400","","0,09%"
"08.01.2014","154,550","154,550","154,740","154,450","","-0,21%"
"07.01.2014","154,875","154,820","154,875","154,820","","0,00%"
"06.01.2014","154,875","154,150","154,875","154,150","","0,34%"
"03.01.2014","154,350","154,300","154,350","154,300","","0,00%"
"02.01.2014","154,350","154,300","154,350","154,300","","0,00%"
"01.01.2014","154,350","154,300","154,350","154,300","","0,00%"
"31.12.2013","154,350","154,000","154,500","154,000","","0,20%"
"30.12.2013","154,045","153,700","154,045","153,560","","-0,04%"
"27.12.2013","154,100","153,700","154,100","153,620","","0,12%"
"26.12.2013","153,915","153,950","154,105","153,690","","-0,01%"
"25.12.2013","153,935","154,050","154,195","153,920","","0,01%"
"24.12.2013","153,925","153,800","154,085","153,770","","-0,10%"
"23.12.2013","154,075","153,630","154,075","153,580","","0,24%"
"20.12.2013","153,705","153,830","153,905","153,580","","-0,11%"
"19.12.2013","153,880","154,080","154,160","153,570","","-0,16%"
"18.12.2013","154,125","154,040","154,215","153,970","","0,06%"
"17.12.2013","154,040","154,040","154,060","153,990","","0,00%"
"16.12.2013","154,040","154,010","154,040","154,010","","-0,01%"
"13.12.2013","154,050","154,210","154,260","153,820","","-0,10%"
"12.12.2013","154,210","154,400","154,530","154,050","","-0,17%"
"11.12.2013","154,470","154,530","154,560","154,450","","-0,01%"
"10.12.2013","154,485","154,350","154,505","154,350","","0,08%"
"09.12.2013","154,355","154,150","154,355","154,090","","0,07%"
"06.12.2013","154,240","154,250","154,450","154,060","","0,01%"
"05.12.2013","154,225","154,510","154,525","153,970","","-0,19%"
"04.12.2013","154,520","154,580","154,600","154,400","","0,00%"
"03.12.2013","154,520","154,230","154,520","154,230","","0,17%"
"02.12.2013","154,255","154,220","154,255","154,200","","-0,02%"
"29.11.2013","154,290","153,650","154,460","153,440","","0,40%"
"28.11.2013","153,675","153,620","154,085","153,440","","0,03%"
"27.11.2013","153,635","153,100","153,685","152,990","","0,33%"
"26.11.2013","153,125","152,900","153,165","152,540","","0,13%"
"25.11.2013","152,930","152,900","153,030","152,290","","0,00%"
"22.11.2013","152,925","152,830","153,125","152,690","","0,05%"
"21.11.2013","152,855","152,870","152,955","152,710","","-0,02%"
"20.11.2013","152,890","153,050","153,260","152,800","","-0,11%"
"19.11.2013","153,065","153,200","153,235","153,030","","-0,17%"
"18.11.2013","153,320","153,350","153,390","153,200","","-0,05%"
"15.11.2013","153,390","153,240","153,390","153,000","","0,07%"
"14.11.2013","153,280","153,050","153,280","153,000","","0,14%"
"13.11.2013","153,060","153,350","153,420","153,000","","-0,23%"
"12.11.2013","153,420","153,200","153,420","153,200","","0,15%"
"11.11.2013","153,195","153,450","153,505","153,050","","-0,15%"
"08.11.2013","153,425","153,630","153,655","153,200","","-0,21%"
"07.11.2013","153,755","153,820","154,035","153,620","","-0,06%"
"06.11.2013","153,840","153,950","154,220","153,700","","-0,10%"
"05.11.2013","154,000","154,100","154,230","153,970","","-0,21%"
"04.11.2013","154,320","154,240","154,380","154,200","","-0,04%"
"01.11.2013","154,380","154,250","154,380","154,200","","0,10%"
"31.10.2013","154,220","154,250","154,280","154,150","","-0,05%"
"30.10.2013","154,295","154,300","154,395","154,200","","0,02%"
"29.10.2013","154,265","154,320","154,395","154,240","","-0,08%"
"28.10.2013","154,395","153,950","154,395","153,950","","0,29%"
"25.10.2013","153,945","153,700","153,945","153,700","","0,14%"
"24.10.2013","153,725","153,850","153,895","153,700","","-0,10%"
"23.10.2013","153,875","153,800","153,875","153,750","","0,05%"
"22.10.2013","153,805","153,950","153,995","153,750","","-0,01%"
"21.10.2013","153,825","153,800","154,015","153,800","","-0,11%"
