"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"09.03.2022","510,100","510,420","513,920","507,920","16,99K","0,22%"
"04.03.2022","509,000","497,915","511,120","496,915","16,80K","2,50%"
"03.03.2022","496,590","496,415","499,415","488,115","17,19K","0,30%"
"02.03.2022","495,090","489,615","497,115","489,115","17,74K","1,54%"
"01.03.2022","487,590","490,115","498,615","479,610","17,97K","-0,10%"
"28.02.2022","488,090","460,110","502,615","460,110","19,45K","6,55%"
"25.02.2022","458,090","468,610","476,110","459,610","16,63K","-1,82%"
"24.02.2022","466,590","437,750","470,110","437,550","17,50K","6,68%"
"23.02.2022","437,380","437,250","438,350","436,685","18,21K","0,11%"
"22.02.2022","436,880","427,450","438,265","427,450","18,85K","2,29%"
"21.02.2022","427,080","428,450","430,600","426,800","17,02K","-0,23%"
"18.02.2022","428,080","428,850","429,700","427,810","16,63K","-0,14%"
"17.02.2022","428,680","427,950","429,815","427,825","17,67K","0,26%"
"16.02.2022","427,580","429,450","429,550","427,000","16,71K","-0,35%"
"15.02.2022","429,080","431,450","431,600","428,960","17,58K","-0,46%"
"14.02.2022","431,080","430,050","432,350","429,250","16,54K","0,33%"
"11.02.2022","429,680","427,350","430,300","426,735","16,94K","0,80%"
"10.02.2022","426,250","426,200","428,665","424,900","17,58K","0,10%"
"09.02.2022","425,830","427,850","428,050","425,660","17,53K","-0,39%"
"08.02.2022","427,480","430,450","430,600","427,285","16,88K","-0,60%"
"07.02.2022","430,080","431,950","432,250","429,985","16,45K","-0,35%"
"04.02.2022","431,580","434,900","434,900","431,925","16,72K","-0,69%"
"03.02.2022","434,580","433,500","435,150","433,300","16,84K","0,33%"
"02.02.2022","433,130","434,100","434,550","433,300","16,87K","-0,14%"
"01.02.2022","433,730","434,700","434,700","433,700","16,88K","-0,14%"
"31.01.2022","434,330","435,150","435,150","433,800","17,63K","-0,10%"
"28.01.2022","434,780","434,000","435,740","433,460","17,06K","0,41%"
"27.01.2022","433,000","435,000","435,700","433,660","16,51K","-0,42%"
"26.01.2022","434,830","436,050","436,150","434,485","17,18K","-0,20%"
"25.01.2022","435,680","437,000","437,025","435,310","12,68K","-0,22%"
"24.01.2022","436,630","436,100","437,050","434,700","16,46K","0,16%"
"21.01.2022","435,930","435,950","436,840","435,385","15,53K","0,03%"
"20.01.2022","435,780","436,650","436,650","434,700","14,83K","-0,16%"
"19.01.2022","436,480","435,950","437,050","434,450","14,63K","0,16%"
"18.01.2022","435,780","435,550","435,950","434,350","15,39K","0,09%"
"17.01.2022","435,380","435,400","435,965","434,785","15,03K","0,03%"
"14.01.2022","435,230","434,950","436,250","434,900","15,27K","0,10%"
"13.01.2022","434,780","434,700","434,950","434,250","14,25K","0,06%"
"12.01.2022","434,530","435,450","435,575","434,450","13,11K","0,02%"
"11.01.2022","434,450","435,450","435,450","435,450","","-0,19%"
"05.01.2022","435,280","435,000","436,350","434,950","12,76K","0,10%"
"31.12.2021","434,830","437,250","437,250","435,000","15,68K","-0,47%"
"30.12.2021","436,880","435,800","439,800","432,250","15,22K","0,33%"
"29.12.2021","435,430","434,500","435,925","431,840","16,38K","0,30%"
"28.12.2021","434,130","434,000","435,015","431,650","17,71K","0,12%"
"27.12.2021","433,630","433,450","434,390","431,800","16,82K","0,13%"
"24.12.2021","433,080","435,450","435,450","432,250","17,00K","-0,46%"
"23.12.2021","435,080","437,000","437,000","434,600","16,95K","-0,35%"
"22.12.2021","436,630","437,650","437,650","435,200","17,27K","-0,15%"
"21.12.2021","437,280","438,950","438,950","436,700","16,84K","-0,30%"
"20.12.2021","438,580","437,950","440,050","437,700","16,92K","0,23%"
"15.12.2021","437,580","437,450","439,115","436,650","16,29K","0,11%"
"14.12.2021","437,080","436,150","438,275","435,250","17,00K","0,25%"
"13.12.2021","435,980","436,000","436,790","434,300","17,08K","0,08%"
"10.12.2021","435,630","436,100","437,140","434,700","16,83K","-0,02%"
"09.12.2021","435,730","436,850","436,850","435,185","16,91K","-0,17%"
"08.12.2021","436,480","437,050","437,365","436,135","17,39K","-0,09%"
"07.12.2021","436,880","438,250","438,250","436,235","17,64K","-0,27%"
"06.12.2021","438,080","438,600","438,840","437,560","14,57K","-0,03%"
"03.12.2021","438,230","438,100","438,725","437,250","17,43K","0,11%"
"02.12.2021","437,730","436,250","441,500","436,150","16,27K","0,38%"
"01.12.2021","436,080","438,450","438,450","435,250","1,58K","-0,83%"
"30.11.2021","439,730","437,700","440,840","434,750","17,21K","0,55%"
"29.11.2021","437,330","436,250","438,740","433,750","17,23K","0,33%"
"26.11.2021","435,880","432,750","437,200","431,800","17,81K","0,81%"
"25.11.2021","432,380","432,950","433,215","430,650","16,64K","-0,09%"
"24.11.2021","432,780","434,050","434,050","430,050","16,82K","-0,21%"
"23.11.2021","433,680","433,800","434,665","432,750","17,36K","0,06%"
"22.11.2021","433,430","433,450","434,200","432,950","17,75K","0,08%"
"19.11.2021","433,080","433,300","433,500","431,550","17,23K","0,03%"
"18.11.2021","432,930","433,150","433,750","432,250","16,74K","0,03%"
"17.11.2021","432,780","432,000","433,775","431,330","16,56K","0,27%"
"16.11.2021","431,630","430,900","432,000","429,950","17,54K","0,26%"
"15.11.2021","430,530","431,150","431,350","430,450","17,20K","-0,06%"
"12.11.2021","430,780","429,750","431,325","429,550","16,88K","0,33%"
"11.11.2021","429,380","429,100","429,975","428,900","16,86K","0,15%"
"10.11.2021","428,730","429,450","429,450","428,250","16,87K","-0,08%"
"09.11.2021","429,080","429,450","429,725","428,950","14,86K","0,00%"
"08.11.2021","429,080","429,600","429,850","428,250","17,59K","-0,03%"
"05.11.2021","429,230","429,500","430,350","429,250","16,80K","0,02%"
"04.11.2021","429,130","429,300","430,000","429,100","14,91K","0,05%"
"03.11.2021","428,930","428,250","429,450","428,050","17,28K","0,25%"
"02.11.2021","427,880","427,700","428,450","427,450","17,38K","0,13%"
"01.11.2021","427,330","427,650","428,350","427,250","16,70K","0,01%"
"29.10.2021","427,280","427,750","428,150","426,850","33,15K","-0,02%"
"28.10.2021","427,380","426,800","428,390","426,600","16,68K","0,22%"
"27.10.2021","426,430","425,900","427,100","425,700","17,38K","0,21%"
"26.10.2021","425,530","425,500","426,290","425,135","17,07K","0,09%"
"25.10.2021","425,130","425,050","425,940","424,760","16,60K","0,06%"
"22.10.2021","424,880","426,100","426,850","425,125","16,79K","-0,20%"
"21.10.2021","425,730","426,550","426,600","425,750","16,79K","-0,11%"
"20.10.2021","426,180","425,900","426,990","425,700","16,96K","0,15%"
"19.10.2021","425,530","425,750","426,850","425,160","16,59K","0,04%"
"18.10.2021","425,380","426,000","426,265","425,085","17,19K","-0,06%"
"15.10.2021","425,630","426,100","426,640","425,435","16,13K","-0,02%"
"14.10.2021","425,730","426,150","426,515","425,485","15,40K","-0,01%"
"13.10.2021","425,780","425,450","426,765","425,250","16,50K","0,16%"
"12.10.2021","425,080","424,750","425,965","424,135","16,70K","0,31%"
"11.10.2021","423,750","425,350","425,415","424,185","16,39K","-0,29%"
"08.10.2021","424,980","425,550","425,800","424,750","16,67K","-0,05%"
"07.10.2021","425,180","425,250","426,315","425,085","16,40K","0,07%"
"06.10.2021","424,880","425,450","425,765","424,250","16,53K","-0,05%"
"05.10.2021","425,080","425,650","425,990","424,685","16,69K","-0,05%"
"04.10.2021","425,280","426,600","426,600","424,700","16,69K","-0,22%"
"01.10.2021","426,230","426,200","426,925","426,000","17,28K","0,09%"
"30.09.2021","425,830","425,550","426,450","425,320","17,28K","0,15%"
"29.09.2021","425,180","424,850","426,100","424,650","16,19K","0,16%"
"28.09.2021","424,480","424,650","425,240","423,835","16,93K","0,05%"
"27.09.2021","424,280","425,650","425,965","424,035","17,06K","-0,24%"
"24.09.2021","425,280","425,450","426,115","424,250","15,98K","0,05%"
"23.09.2021","425,080","425,450","426,015","424,800","13,98K","-0,12%"
"22.09.2021","425,580","426,450","426,900","425,260","17,32K","-0,16%"
"21.09.2021","426,280","426,700","426,990","425,860","17,43K","-0,12%"
"20.09.2021","426,780","425,950","427,265","425,885","17,06K","0,40%"
"17.09.2021","425,080","425,600","425,950","425,150","16,45K","-0,04%"
"16.09.2021","425,230","426,250","426,290","424,960","17,79K","-0,15%"
"15.09.2021","425,880","426,450","426,915","425,835","16,53K","-0,05%"
"14.09.2021","426,080","426,500","426,915","425,600","17,19K","-0,01%"
"13.09.2021","426,130","426,450","427,265","425,250","17,04K","0,01%"
"10.09.2021","426,080","426,450","427,115","425,935","12,87K","-0,05%"
"09.09.2021","426,280","426,300","426,965","425,250","18,49K","0,08%"
"08.09.2021","425,930","426,400","427,215","425,860","16,81K","-0,07%"
"07.09.2021","426,230","425,400","426,840","425,250","15,78K","0,24%"
"06.09.2021","425,230","425,455","426,870","424,610","17,08K","0,03%"
"03.09.2021","425,090","425,555","425,950","424,765","16,88K","0,05%"
"02.09.2021","424,890","426,355","426,855","424,840","16,36K","-0,24%"
"01.09.2021","425,900","426,255","426,925","425,840","14,96K","-0,03%"
"31.08.2021","426,030","427,300","427,300","425,700","15,30K","-0,27%"
"27.08.2021","427,180","426,650","427,850","426,450","17,24K","0,15%"
"26.08.2021","426,530","426,000","427,200","425,500","16,70K","0,15%"
"25.08.2021","425,880","424,600","426,540","424,200","16,80K","0,41%"
"24.08.2021","424,140","425,400","425,540","423,910","15,72K","-0,27%"
"23.08.2021","425,280","427,500","427,700","425,085","16,56K","-0,49%"
"20.08.2021","427,380","427,000","428,150","426,750","16,55K","0,12%"
"19.08.2021","426,880","425,800","427,350","425,800","15,78K","0,28%"
"18.08.2021","425,680","426,255","426,420","424,985","16,37K","0,16%"
"17.08.2021","424,980","425,350","426,015","424,785","15,66K","-0,06%"
"16.08.2021","425,230","425,455","426,700","424,610","16,12K","0,14%"
"13.08.2021","424,630","424,750","425,840","424,435","16,09K","0,00%"
"12.08.2021","424,630","426,100","426,100","424,350","16,54K","-0,26%"
"11.08.2021","425,730","425,755","426,540","425,385","16,53K","0,00%"
"10.08.2021","425,730","426,700","427,000","425,585","16,98K","-0,20%"
"09.08.2021","426,580","424,805","427,240","424,605","16,44K","0,50%"
"06.08.2021","424,440","425,705","426,000","424,165","16,68K","-0,21%"
"05.08.2021","425,340","424,350","426,100","424,100","16,84K","0,32%"
"04.08.2021","423,980","424,500","424,765","423,510","14,56K","-0,04%"
"03.08.2021","424,130","424,755","425,045","423,560","14,84K","-0,06%"
"02.08.2021","424,380","425,545","426,045","424,255","15,75K","-0,19%"
"30.07.2021","425,180","425,595","426,065","424,930","16,04K","-0,01%"
"29.07.2021","425,230","425,495","426,090","424,805","16,83K","-0,04%"
"28.07.2021","425,380","425,445","426,375","425,055","15,78K","0,07%"
"27.07.2021","425,080","425,995","426,265","424,195","17,43K","-0,19%"
"26.07.2021","425,880","426,145","426,790","424,995","17,41K","0,02%"
"23.07.2021","425,780","426,295","426,590","424,845","16,89K","-0,04%"
"22.07.2021","425,930","427,255","428,020","425,705","15,44K","-0,35%"
"21.07.2021","427,430","428,255","429,545","427,105","16,43K","-0,16%"
"19.07.2021","428,130","427,005","428,840","426,745","16,28K","0,35%"
"16.07.2021","426,640","427,455","427,745","425,945","15,84K","0,19%"
"15.07.2021","425,830","427,255","427,255","425,655","15,52K","-0,19%"
"14.07.2021","426,630","426,755","427,745","425,545","16,56K","-0,18%"
"13.07.2021","427,380","429,045","429,045","426,645","17,53K","-0,30%"
"12.07.2021","428,680","427,755","429,465","427,755","16,43K","0,00%"
"09.07.2021","428,680","430,895","430,895","428,430","15,83K","-0,49%"
"08.07.2021","430,780","428,445","431,340","428,195","16,59K","0,63%"
"07.07.2021","428,080","426,395","429,115","426,345","15,93K","0,39%"
"03.07.2021","426,405","426,405","426,405","426,405","","-0,01%"
"02.07.2021","426,440","427,195","427,495","426,595","16,84K","-0,15%"
"01.07.2021","427,080","426,755","428,065","426,095","17,08K","0,00%"
"30.06.2021","427,080","429,295","429,295","426,305","16,98K","-0,48%"
"29.06.2021","429,130","426,695","429,295","426,595","16,15K","0,61%"
"28.06.2021","426,530","425,955","427,005","425,645","15,68K","-0,05%"
"25.06.2021","426,730","428,055","428,370","426,445","15,76K","-0,25%"
"24.06.2021","427,780","426,855","428,945","426,445","14,73K","0,04%"
"23.06.2021","427,630","426,755","428,370","426,695","13,76K","0,09%"
"22.06.2021","427,230","426,955","428,045","426,145","15,63K","-0,11%"
"21.06.2021","427,680","427,655","428,945","427,245","16,02K","-0,01%"
"18.06.2021","427,730","427,755","428,790","427,330","15,10K","0,04%"
"17.06.2021","427,580","426,595","428,515","426,420","16,14K","0,32%"
"16.06.2021","426,230","426,655","427,215","425,780","15,87K","-0,14%"
"15.06.2021","426,830","427,495","427,895","426,530","15,56K","-0,07%"
"14.06.2021","427,130","426,255","427,990","426,255","15,65K","0,08%"
"11.06.2021","426,780","427,495","427,665","426,480","17,31K","-0,08%"
"10.06.2021","427,130","427,255","428,190","426,880","16,32K","0,07%"
"09.06.2021","426,830","426,755","427,840","426,330","16,56K","-0,09%"
"08.06.2021","427,230","427,295","428,250","426,855","16,26K","0,07%"
"07.06.2021","426,930","427,595","427,765","426,530","17,12K","-0,07%"
"04.06.2021","427,230","428,255","428,545","427,420","15,56K","-0,09%"
"03.06.2021","427,630","427,755","428,705","427,185","15,93K","-0,17%"
"02.06.2021","428,340","427,955","429,205","426,955","16,06K","0,18%"
"01.06.2021","427,590","427,755","428,450","427,265","16,35K","-0,08%"
"31.05.2021","427,940","428,855","429,155","426,955","15,53K","-0,06%"
"28.05.2021","428,190","427,755","429,200","427,455","16,07K","-0,15%"
"27.05.2021","428,840","427,905","429,525","427,455","16,24K","0,28%"
"26.05.2021","427,640","427,255","428,525","426,855","14,30K","0,07%"
"25.05.2021","427,340","427,255","428,150","426,405","17,04K","-0,06%"
"24.05.2021","427,590","427,755","428,655","427,455","16,11K","-0,19%"
"21.05.2021","428,390","429,755","429,755","428,555","16,53K","-0,05%"
"20.05.2021","428,590","428,305","429,805","428,230","16,74K","0,13%"
"19.05.2021","428,040","426,255","428,380","426,255","16,76K","0,35%"
"18.05.2021","426,540","427,705","427,705","425,855","15,49K","-0,21%"
"17.05.2021","427,440","427,255","428,355","427,255","15,93K","-0,15%"
"14.05.2021","428,090","428,355","429,855","427,955","14,25K","0,00%"
"13.05.2021","428,090","426,605","428,955","426,605","15,94K","0,39%"
"12.05.2021","426,440","426,255","427,105","425,955","15,60K","-0,12%"
"11.05.2021","426,940","425,930","427,755","425,955","19,50K","0,12%"
"06.05.2021","426,440","427,455","427,650","426,140","16,78K","-0,01%"
"05.05.2021","426,490","428,405","428,405","426,190","16,79K","-0,41%"
"04.05.2021","428,240","430,105","430,105","427,940","17,02K","-0,40%"
"30.04.2021","429,940","428,105","430,525","427,955","16,38K","0,47%"
"29.04.2021","427,940","429,155","429,175","427,490","17,93K","-0,24%"
"28.04.2021","428,990","429,555","429,925","428,690","17,12K","-0,09%"
"27.04.2021","429,390","430,305","430,400","429,115","17,69K","-0,17%"
"26.04.2021","430,140","430,405","430,825","429,555","14,15K","-0,02%"
"23.04.2021","430,240","431,855","431,855","429,890","17,76K","-0,34%"
"22.04.2021","431,690","432,055","432,605","431,855","18,97K","-0,05%"
"21.04.2021","431,890","430,555","432,755","430,555","17,30K","0,35%"
"20.04.2021","430,390","430,755","431,125","429,705","17,07K","-0,05%"
"19.04.2021","430,590","430,355","431,450","430,090","18,00K","0,12%"
"16.04.2021","430,090","431,955","431,955","429,640","15,59K","-0,39%"
"15.04.2021","431,790","430,955","432,525","429,755","15,81K","0,23%"
"14.04.2021","430,790","433,855","433,855","430,140","16,51K","-0,67%"
"13.04.2021","433,690","433,355","434,325","433,190","26,93K","0,12%"
"12.04.2021","433,190","433,355","434,100","432,940","15,46K","0,00%"
"09.04.2021","433,190","433,755","434,000","432,740","14,00K","-0,09%"
"08.04.2021","433,590","432,255","434,215","432,255","32,16K","0,35%"
"07.04.2021","432,090","430,255","434,050","430,255","29,57K","0,47%"
"06.04.2021","430,090","428,105","430,350","427,955","31,18K","0,49%"
"05.04.2021","427,990","427,155","428,575","427,155","15,47K","0,23%"
"02.04.2021","426,990","427,405","427,750","426,615","15,61K","-0,06%"
"01.04.2021","427,240","425,705","428,025","425,705","15,93K","0,40%"
"31.03.2021","425,540","425,055","426,150","424,875","15,47K","0,15%"
"30.03.2021","424,890","424,405","425,525","424,105","14,48K","0,19%"
"29.03.2021","424,090","424,455","424,875","423,455","15,23K","-0,05%"
"26.03.2021","424,290","424,305","425,075","423,790","20,80K","0,04%"
"25.03.2021","424,140","421,000","424,975","421,000","14,39K","0,79%"
"19.03.2021","420,830","419,300","422,055","419,300","15,21K","0,41%"
"18.03.2021","419,130","419,500","419,790","418,585","15,48K","-0,05%"
"17.03.2021","419,330","418,950","420,015","418,050","16,67K","0,13%"
"16.03.2021","418,780","419,150","419,730","418,325","17,35K","-0,01%"
"15.03.2021","418,830","419,110","419,665","418,535","16,42K","-0,03%"
"12.03.2021","418,940","419,520","419,520","418,440","16,30K","-0,08%"
"11.03.2021","419,280","420,140","420,210","418,835","16,13K","-0,16%"
"10.03.2021","419,970","419,690","420,930","419,500","17,25K","0,11%"
"09.03.2021","419,520","419,990","420,380","419,250","15,70K","-0,07%"
"05.03.2021","419,820","420,240","420,605","419,450","16,78K","-0,06%"
"04.03.2021","420,070","419,690","420,980","419,540","16,64K","0,13%"
"03.03.2021","419,520","419,940","420,590","419,200","17,11K","-0,06%"
"02.03.2021","419,770","418,390","421,290","418,390","16,61K","0,37%"
"01.03.2021","418,220","417,940","418,880","417,440","15,87K","0,11%"
"26.02.2021","417,770","415,185","418,355","415,185","17,46K","0,66%"
"25.02.2021","415,020","415,435","415,780","414,395","15,68K","-0,06%"
"24.02.2021","415,270","414,935","416,230","414,845","15,66K","0,12%"
"23.02.2021","414,770","416,890","416,890","414,395","15,85K","-0,47%"
"22.02.2021","416,720","417,440","417,440","415,890","15,62K","-0,13%"
"19.02.2021","417,270","416,490","418,690","416,490","16,83K","0,23%"
"18.02.2021","416,320","416,840","416,840","415,890","15,42K","-0,08%"
"17.02.2021","416,670","416,940","417,355","416,375","16,35K","-0,02%"
"16.02.2021","416,770","417,090","417,090","416,540","17,33K","-0,04%"
"15.02.2021","416,920","419,090","419,090","416,640","16,69K","-0,48%"
"12.02.2021","418,920","418,340","419,640","417,440","17,07K","0,18%"
"11.02.2021","418,170","417,740","418,805","417,440","17,56K","0,14%"
"10.02.2021","417,570","418,540","418,555","417,075","15,45K","-0,19%"
"09.02.2021","418,370","418,790","419,005","417,390","17,46K","-0,06%"
"08.02.2021","418,620","420,490","420,490","418,225","16,03K","-0,40%"
"05.02.2021","420,320","422,090","422,090","419,840","16,39K","-0,38%"
"04.02.2021","421,920","423,440","423,440","421,540","15,78K","-0,32%"
"03.02.2021","423,270","423,440","423,840","423,240","15,91K","0,00%"
"02.02.2021","423,270","424,440","424,440","423,440","16,70K","-0,24%"
"01.02.2021","424,270","423,440","425,230","423,440","15,69K","0,12%"
"29.01.2021","423,770","424,140","425,140","423,940","16,27K","-0,05%"
"28.01.2021","423,970","422,290","424,790","422,290","14,01K","0,44%"
"27.01.2021","422,120","422,340","422,640","421,840","15,93K","-0,01%"
"26.01.2021","422,170","420,890","422,990","420,890","16,21K","0,34%"
"25.01.2021","420,720","420,740","421,090","420,490","15,24K","0,04%"
"22.01.2021","420,570","418,640","420,740","418,640","17,19K","0,43%"
"21.01.2021","418,770","418,990","419,190","418,290","16,95K","-0,01%"
"20.01.2021","418,820","419,940","420,210","418,175","16,02K","-0,23%"
"19.01.2021","419,770","420,790","420,940","419,840","16,16K","-0,20%"
"18.01.2021","420,620","419,290","421,255","419,290","16,61K","0,36%"
"15.01.2021","419,120","419,840","419,940","419,190","16,10K","-0,13%"
"14.01.2021","419,670","419,090","420,390","419,090","15,74K","0,18%"
"13.01.2021","418,920","419,940","419,940","418,600","16,13K","-0,20%"
"12.01.2021","419,770","419,790","420,830","419,550","16,09K","0,04%"
"11.01.2021","419,620","419,240","419,990","419,240","16,19K","0,13%"
"08.01.2021","419,070","419,190","420,290","418,240","13,22K","0,01%"
"06.01.2021","419,020","421,540","421,540","418,575","15,85K","-0,56%"
"05.01.2021","421,370","421,440","422,255","420,925","15,28K","0,03%"
"04.01.2021","421,249","423,529","423,529","421,249","","-0,54%"
"01.01.2021","423,529","423,529","423,529","423,529","","0,54%"
"31.12.2020","421,270","421,540","421,930","420,925","15,47K","-0,02%"
"30.12.2020","421,370","420,840","422,130","420,440","16,82K","0,17%"
"29.12.2020","420,670","420,040","421,405","419,940","16,38K","0,19%"
"28.12.2020","419,870","419,640","420,655","419,425","16,60K","0,10%"
"25.12.2020","419,470","420,390","420,430","419,075","14,19K","-0,18%"
"24.12.2020","420,220","421,440","421,440","419,550","15,76K","-0,25%"
"23.12.2020","421,270","420,590","422,255","420,590","15,36K","0,20%"
"22.12.2020","420,420","421,290","421,355","419,240","16,07K","-0,17%"
"21.12.2020","421,120","418,740","421,805","417,440","15,62K","0,37%"
"15.12.2020","419,570","419,040","420,440","418,940","16,10K","0,17%"
"14.12.2020","418,870","419,240","419,555","418,325","16,20K","-0,05%"
"11.12.2020","419,070","420,390","420,390","418,550","15,73K","-0,27%"
"10.12.2020","420,220","420,340","421,055","420,000","16,15K","0,01%"
"09.12.2020","420,170","420,390","420,630","419,500","16,76K","-0,01%"
"08.12.2020","420,220","421,690","422,090","420,025","16,11K","-0,31%"
"07.12.2020","421,520","420,640","422,140","420,640","16,09K","0,25%"
"04.12.2020","420,470","423,640","423,640","420,225","15,93K","-0,71%"
"03.12.2020","423,470","424,940","424,940","422,440","17,36K","-0,31%"
"02.12.2020","424,770","425,690","426,090","424,350","16,22K","-0,18%"
"30.11.2020","425,520","424,540","426,105","423,940","15,21K","0,27%"
"27.11.2020","424,370","423,440","424,880","423,440","15,11K","0,26%"
"26.11.2020","423,270","423,660","424,005","422,440","16,02K","-0,04%"
"25.11.2020","423,420","425,590","425,590","422,790","16,44K","-0,47%"
"24.11.2020","425,420","425,690","426,030","424,290","15,52K","-0,02%"
"23.11.2020","425,520","427,940","427,940","424,640","16,34K","-0,53%"
"20.11.2020","427,770","428,740","428,755","427,425","15,71K","-0,19%"
"19.11.2020","428,570","427,840","429,155","427,740","16,25K","0,21%"
"18.11.2020","427,670","429,090","429,390","427,450","15,64K","-0,29%"
"17.11.2020","428,920","429,640","429,780","427,940","14,85K","-0,13%"
"16.11.2020","429,470","430,040","430,255","429,125","15,73K","-0,09%"
"13.11.2020","429,870","428,940","430,840","428,940","16,61K","0,26%"
"12.11.2020","428,770","427,240","429,655","427,240","17,30K","0,40%"
"11.11.2020","427,070","427,740","428,005","426,825","16,21K","-0,38%"
"10.11.2020","428,720","431,240","431,240","428,400","16,69K","-0,55%"
"09.11.2020","431,070","432,495","432,540","430,740","16,08K","-0,29%"
"06.11.2020","432,330","432,095","433,140","431,580","15,60K","0,09%"
"05.11.2020","431,930","432,395","433,195","431,305","16,56K","-0,07%"
"04.11.2020","432,230","433,445","433,445","431,780","16,07K","-0,24%"
"03.11.2020","433,280","435,445","435,445","432,830","16,68K","-0,46%"
"02.11.2020","435,280","432,945","436,040","432,945","16,11K","0,58%"
"30.10.2020","432,780","433,095","433,465","432,180","14,42K","-0,03%"
"29.10.2020","432,930","431,640","433,515","431,640","15,73K","0,34%"
"28.10.2020","431,470","429,540","432,030","429,540","16,47K","0,49%"
"27.10.2020","429,370","429,740","430,405","429,075","16,30K","-0,05%"
"26.10.2020","429,570","427,890","430,355","427,890","16,30K","0,43%"
"23.10.2020","427,720","428,440","428,605","427,200","16,15K","-0,13%"
"22.10.2020","428,270","427,940","429,305","427,900","16,93K","0,12%"
"21.10.2020","427,770","428,590","428,680","427,525","15,61K","-0,15%"
"20.10.2020","428,420","428,140","429,330","427,950","16,34K","0,11%"
"19.10.2020","427,970","429,490","429,490","427,725","15,99K","-0,31%"
"16.10.2020","429,320","429,240","429,540","428,240","16,85K","0,06%"
"15.10.2020","429,070","429,240","429,290","428,140","13,45K","0,00%"
"14.10.2020","429,070","428,440","429,705","428,425","13,63K","0,07%"
"13.10.2020","428,770","427,940","429,530","427,940","17,35K","0,23%"
"12.10.2020","427,770","427,340","428,480","427,250","15,51K","0,14%"
"09.10.2020","427,170","428,240","428,240","427,040","15,65K","-0,21%"
"08.10.2020","428,070","429,440","429,440","427,825","16,38K","-0,28%"
"07.10.2020","429,270","429,640","429,955","428,775","15,76K","-0,05%"
"06.10.2020","429,470","431,790","431,790","429,175","16,71K","-0,50%"
"05.10.2020","431,620","433,295","433,295","430,775","16,72K","-0,35%"
"02.10.2020","433,130","429,540","433,740","429,540","16,04K","0,88%"
"01.10.2020","429,370","432,845","432,845","429,125","11,93K","-0,76%"
"30.09.2020","432,680","430,140","433,465","430,140","16,91K","0,63%"
"29.09.2020","429,970","430,640","431,845","429,740","16,01K","-0,12%"
"28.09.2020","430,470","427,590","431,255","427,590","17,25K","0,71%"
"25.09.2020","427,420","426,740","428,005","426,540","15,49K","0,20%"
"24.09.2020","426,570","425,990","427,405","425,740","17,15K","0,18%"
"23.09.2020","425,820","423,940","426,205","423,940","16,45K","0,48%"
"22.09.2020","423,770","422,840","424,530","422,840","16,04K","0,26%"
"21.09.2020","422,670","421,940","423,255","421,240","14,67K","0,21%"
"18.09.2020","421,770","423,740","423,740","420,750","13,15K","-0,52%"
"17.09.2020","423,970","424,640","424,880","423,240","15,75K","-0,12%"
"16.09.2020","424,470","426,840","426,840","424,250","16,08K","-0,52%"
"15.09.2020","426,670","427,190","427,480","426,225","15,78K","-0,08%"
"14.09.2020","427,020","427,040","428,190","426,175","16,74K","0,04%"
"11.09.2020","426,870","426,440","427,630","426,225","13,71K","0,14%"
"10.09.2020","426,270","427,440","427,605","425,840","16,33K","-0,23%"
"09.09.2020","427,270","424,790","428,340","424,790","15,34K","0,62%"
"08.09.2020","424,620","424,040","425,255","423,975","16,78K","0,18%"
"07.09.2020","423,870","420,940","424,305","420,940","15,45K","0,74%"
"04.09.2020","420,770","420,940","421,505","420,475","9,70K","0,00%"
"03.09.2020","420,770","419,090","421,405","419,090","15,74K","0,44%"
"02.09.2020","418,920","418,440","419,555","418,040","13,97K","0,16%"
"01.09.2020","418,270","420,240","420,240","418,000","14,38K","-0,43%"
"28.08.2020","420,070","419,740","420,880","419,625","14,85K","0,12%"
"27.08.2020","419,570","420,490","420,530","419,275","14,33K","-0,18%"
"26.08.2020","420,320","419,240","420,630","419,040","12,30K","0,30%"
"25.08.2020","419,070","419,730","420,000","418,230","16,45K","-0,12%"
"24.08.2020","419,570","419,880","420,380","419,730","15,85K","-0,04%"
"21.08.2020","419,720","419,530","419,880","419,230","14,82K","0,08%"
"20.08.2020","419,370","418,730","419,830","418,480","16,19K","0,19%"
"19.08.2020","418,570","418,680","419,250","418,185","14,57K","0,01%"
"18.08.2020","418,520","419,030","419,350","418,035","15,43K","-0,08%"
"17.08.2020","418,870","419,680","419,725","418,060","13,83K","-0,15%"
"14.08.2020","419,520","419,280","420,150","419,010","14,99K","0,10%"
"13.08.2020","419,120","419,330","419,950","418,760","14,07K","-0,01%"
"12.08.2020","419,170","418,380","419,975","418,380","14,29K","0,23%"
"11.08.2020","418,220","419,480","419,480","417,910","15,41K","-0,26%"
"10.08.2020","419,320","419,780","419,880","418,730","13,31K","-0,07%"
"07.08.2020","419,620","418,980","420,400","418,930","15,76K","0,19%"
"06.08.2020","418,820","418,880","419,475","417,830","15,24K","0,07%"
"05.08.2020","418,520","421,680","421,680","418,160","15,65K","-0,66%"
"04.08.2020","421,320","422,685","422,685","419,230","14,53K","-0,24%"
"03.08.2020","422,320","421,780","424,435","420,330","16,51K","0,21%"
